time,view_id,current_position_x,current_position_y,current_position_z,goal_position_x,goal_position_z,goal_position_z,positional_difference_square_magnitude
339175.726,SceneID: 40 Level Prefix: 0,2.3, 0.5, -4.0,2.3, 0.5, -4.0,2.44782E-12
339175.758,SceneID: 54 Level Prefix: 0,1.0, 1.5, -4.0,1.0, 1.5, -4.0,0
339175.759,SceneID: 48 Level Prefix: 0,-0.3, 1.5, -4.0,-0.3, 1.5, -4.0,1.586927E-09
339175.78,SceneID: 26 Level Prefix: 0,2.3, 0.5, -2.0,2.3, 0.5, -2.0,8.569234E-11
339175.812,SceneID: 42 Level Prefix: 0,-0.3, 0.5, -4.0,-0.3, 0.5, -4.0,1.031175E-11
339175.813,SceneID: 50 Level Prefix: 0,2.3, 1.5, 0.0,2.3, 1.5, 0.0,3.148464E-08
339175.844,SceneID: 39 Level Prefix: 0,1.0, 0.5, -2.0,1.0, 0.5, -2.0,2.396103E-08
339175.859,SceneID: 53 Level Prefix: 0,-0.3, 1.5, -2.0,-0.3, 1.5, -2.0,1.760482E-07
339175.88,SceneID: 45 Level Prefix: 0,2.3, 0.5, 0.0,2.3, 0.5, 0.0,7.042804E-10
339175.911,SceneID: 43 Level Prefix: 0,-0.3, 0.5, 0.0,-0.3, 0.5, 0.0,3.007715E-08
339175.912,SceneID: 44 Level Prefix: 0,1.0, 0.5, 0.0,1.0, 0.5, 0.0,2.745544E-08
339175.946,SceneID: 15 Level Prefix: 0,-0.3, 0.5, -2.0,-0.3, 0.5, -2.0,1.616629E-08
339175.959,SceneID: 52 Level Prefix: 0,1.0, 1.5, 0.0,1.0, 1.5, 0.0,1.396461E-07
339175.979,SceneID: 51 Level Prefix: 0,-0.3, 1.5, 0.0,-0.3, 1.5, 0.0,1.461116E-07
339176.012,SceneID: 49 Level Prefix: 0,1.0, 1.5, -2.0,1.0, 1.5, -2.0,1.033346E-07
339176.013,SceneID: 41 Level Prefix: 0,1.0, 0.5, -4.0,1.0, 0.5, -4.0,0
339176.09,SceneID: 46 Level Prefix: 0,2.5, 1.9, -4.0,2.3, 1.5, -4.0,0.2124371
339176.111,SceneID: 47 Level Prefix: 0,2.5, 1.9, -1.7,2.3, 1.6, -1.9,0.1822951
339176.112,SceneID: 40 Level Prefix: 0,2.7, 0.8, -4.0,2.5, 0.9, -4.0,0.01814823
339176.127,SceneID: 54 Level Prefix: 0,1.3, 2.5, -3.9,1.2, 2.2, -3.9,0.06860963
339176.143,SceneID: 48 Level Prefix: 0,-0.3, 2.8, -3.8,-0.3, 2.6, -3.9,0.07298151
339176.161,SceneID: 26 Level Prefix: 0,2.8, 1.1, -1.4,2.7, 1.1, -1.5,0.01124741
339176.161,SceneID: 42 Level Prefix: 0,-0.3, 2.0, -4.1,-0.3, 2.1, -4.0,0.008567013
339176.192,SceneID: 50 Level Prefix: 0,2.7, 2.1, 0.8,2.7, 2.1, 0.8,4.349727E-07
339176.21,SceneID: 39 Level Prefix: 0,1.3, 1.8, -1.0,1.3, 1.8, -1.0,1.841719E-06
339176.228,SceneID: 53 Level Prefix: 0,-0.4, 3.2, -0.8,-0.4, 3.2, -0.8,8.423198E-06
339176.229,SceneID: 45 Level Prefix: 0,2.8, 1.1, 1.1,2.8, 1.1, 1.2,0.02033362
339176.26,SceneID: 43 Level Prefix: 0,-0.3, 1.3, 1.7,-0.3, 1.3, 1.7,6.805519E-06
339176.277,SceneID: 44 Level Prefix: 0,1.3, 1.3, 1.7,1.3, 1.3, 1.7,1.32967E-06
339176.291,SceneID: 15 Level Prefix: 0,-0.3, 2.4, -0.6,-0.3, 2.6, -0.5,0.03459375
339176.312,SceneID: 52 Level Prefix: 0,1.4, 2.6, 1.6,1.4, 2.7, 1.7,0.02038032
339176.342,SceneID: 51 Level Prefix: 0,-0.4, 2.9, 1.8,-0.4, 2.9, 1.8,3.778139E-05
339176.36,SceneID: 49 Level Prefix: 0,1.9, 4.1, -0.1,1.9, 4.1, -0.1,0.0005271464
339176.378,SceneID: 41 Level Prefix: 0,1.7, 3.8, -4.2,2.0, 4.2, -4.1,0.290208
339176.445,SceneID: 46 Level Prefix: 0,3.3, 3.8, -3.5,4.4, 4.6, -3.6,1.711742
339176.445,SceneID: 47 Level Prefix: 0,4.2, 3.9, 0.0,4.3, 3.9, 0.0,0.01238182
339176.462,SceneID: 40 Level Prefix: 0,4.8, 2.7, -4.1,4.9, 3.5, -4.1,0.6097257
339176.478,SceneID: 54 Level Prefix: 0,2.5, 6.2, -3.4,2.5, 6.2, -3.5,0.001174846
339176.479,SceneID: 48 Level Prefix: 0,-0.4, 6.7, -3.2,-0.4, 6.8, -3.3,0.01755958
339176.514,SceneID: 26 Level Prefix: 0,4.2, 2.6, 0.1,4.2, 2.7, 0.1,0.01578221
339176.515,SceneID: 42 Level Prefix: 0,-0.3, 5.9, -4.3,-0.3, 6.1, -4.2,0.04044278
339176.529,SceneID: 50 Level Prefix: 0,3.8, 2.8, 2.5,3.8, 2.8, 2.7,0.02625808
339176.561,SceneID: 39 Level Prefix: 0,1.9, 3.8, 1.2,1.9, 3.8, 1.2,0.00250157
339176.579,SceneID: 53 Level Prefix: 0,-0.5, 5.6, 1.8,-0.5, 5.4, 1.7,0.03019398
339176.593,SceneID: 45 Level Prefix: 0,3.8, 1.3, 3.5,3.8, 1.2, 3.5,0.003718534
339176.613,SceneID: 43 Level Prefix: 0,-0.3, 1.6, 4.3,-0.2, 1.5, 4.4,0.02373262
339176.629,SceneID: 44 Level Prefix: 0,1.5, 1.7, 4.1,1.7, 1.6, 4.2,0.03620349
339176.661,SceneID: 15 Level Prefix: 0,-0.2, 4.5, 1.5,-0.2, 4.5, 1.5,0.002046463
339176.679,SceneID: 52 Level Prefix: 0,2.1, 3.1, 4.0,2.0, 3.2, 3.9,0.04005739
339176.713,SceneID: 51 Level Prefix: 0,-0.4, 3.4, 3.9,-0.4, 3.4, 3.9,0
339176.713,SceneID: 49 Level Prefix: 0,3.0, 5.8, 1.9,3.0, 5.9, 2.0,0.01942706
339176.73,SceneID: 41 Level Prefix: 0,3.0, 6.9, -4.3,3.0, 7.0, -4.3,0.009556269
339176.812,SceneID: 46 Level Prefix: 0,6.5, 6.4, -3.2,6.5, 6.4, -3.2,0.0002672518
339176.813,SceneID: 47 Level Prefix: 0,6.3, 4.9, 1.9,6.3, 4.9, 1.9,0.0005324048
339176.813,SceneID: 40 Level Prefix: 0,7.1, 4.8, -4.3,7.2, 4.8, -4.3,0.02106904
339176.831,SceneID: 54 Level Prefix: 0,3.7, 8.7, -3.0,3.8, 8.8, -2.9,0.01487605
339176.846,SceneID: 48 Level Prefix: 0,-0.4, 9.7, -2.6,-0.4, 9.7, -2.6,0.002601675
339176.863,SceneID: 26 Level Prefix: 0,5.8, 3.1, 1.8,5.8, 3.1, 1.8,0
339176.881,SceneID: 42 Level Prefix: 0,-0.3, 9.1, -4.5,-0.3, 8.9, -4.5,0.03025101
339176.914,SceneID: 50 Level Prefix: 0,5.0, 2.3, 4.7,5.0, 2.3, 4.5,0.01949011
339176.915,SceneID: 39 Level Prefix: 0,2.4, 4.5, 3.3,2.5, 4.5, 3.4,0.01651782
339176.93,SceneID: 53 Level Prefix: 0,-0.6, 6.4, 4.1,-0.6, 6.4, 4.3,0.02043439
339176.963,SceneID: 45 Level Prefix: 0,4.8, 0.8, 5.4,4.7, 0.8, 5.3,0.008053247
339176.98,SceneID: 43 Level Prefix: 0,-0.1, 0.7, 7.3,-0.2, 0.7, 7.1,0.01567129
339177.013,SceneID: 44 Level Prefix: 0,2.1, 0.5, 6.9,2.1, 0.6, 6.8,0.01473015
339177.014,SceneID: 15 Level Prefix: 0,0.0, 5.2, 3.4,0.0, 5.2, 3.5,0.01218294
339177.031,SceneID: 52 Level Prefix: 0,2.5, 2.5, 6.0,2.5, 2.4, 6.1,0.02167911
339177.063,SceneID: 51 Level Prefix: 0,-0.5, 2.7, 6.0,-0.5, 2.7, 6.0,0
339177.08,SceneID: 49 Level Prefix: 0,4.2, 6.4, 4.3,4.1, 6.4, 4.1,0.01780196
339177.1,SceneID: 41 Level Prefix: 0,4.1, 8.6, -4.5,4.0, 8.5, -4.5,0.005522281
339177.184,SceneID: 46 Level Prefix: 0,8.8, 6.9, -2.8,8.6, 6.9, -2.8,0.01467866
339177.198,SceneID: 47 Level Prefix: 0,8.4, 4.5, 4.0,8.2, 4.6, 3.8,0.1037582
339177.199,SceneID: 40 Level Prefix: 0,9.8, 4.8, -4.4,9.5, 4.9, -4.4,0.07212698
339177.199,SceneID: 54 Level Prefix: 0,5.2, 10.2, -2.3,5.1, 10.2, -2.4,0.007661179
339177.223,SceneID: 48 Level Prefix: 0,-0.4, 11.4, -1.9,-0.4, 11.4, -1.9,0.004316546
339177.23,SceneID: 26 Level Prefix: 0,7.3, 2.2, 3.5,7.3, 2.2, 3.5,0
339177.253,SceneID: 42 Level Prefix: 0,-0.3, 10.4, -4.7,-0.3, 10.4, -4.7,0
339177.265,SceneID: 50 Level Prefix: 0,6.1, 1.6, 6.1,6.1, 1.6, 6.1,8.697043E-12
339177.285,SceneID: 39 Level Prefix: 0,3.1, 3.9, 5.7,3.0, 4.0, 5.6,0.02041704
339177.298,SceneID: 53 Level Prefix: 0,-0.7, 6.1, 7.0,-0.7, 6.1, 6.8,0.02278263
339177.319,SceneID: 45 Level Prefix: 0,5.3, 0.9, 6.5,5.3, 0.9, 6.5,2.324896E-11
339177.35,SceneID: 43 Level Prefix: 0,0.1, 0.8, 8.6,0.1, 0.8, 8.6,1.4175E-10
339177.351,SceneID: 44 Level Prefix: 0,2.5, 0.8, 7.4,2.5, 0.9, 7.4,0.00412822
339177.384,SceneID: 15 Level Prefix: 0,0.1, 4.5, 5.6,0.1, 4.6, 5.5,0.01715909
339177.399,SceneID: 52 Level Prefix: 0,3.5, 1.5, 7.9,3.4, 1.7, 7.7,0.05312957
339177.417,SceneID: 51 Level Prefix: 0,-0.7, 1.0, 7.8,-0.7, 1.0, 7.8,5.147882E-12
339177.451,SceneID: 49 Level Prefix: 0,5.2, 5.7, 6.3,5.2, 5.7, 6.3,0
339177.452,SceneID: 41 Level Prefix: 0,5.0, 8.8, -4.6,5.1, 8.8, -4.6,0.00372431
339177.53,SceneID: 46 Level Prefix: 0,10.7, 6.3, -2.4,10.8, 6.2, -2.3,0.02000781
339177.552,SceneID: 47 Level Prefix: 0,10.1, 3.2, 5.5,10.2, 3.0, 5.6,0.03726736
339177.552,SceneID: 40 Level Prefix: 0,11.7, 3.8, -4.6,11.8, 3.7, -4.6,0.02674636
339177.566,SceneID: 54 Level Prefix: 0,6.4, 10.3, -1.8,6.4, 10.3, -1.8,0
339177.566,SceneID: 48 Level Prefix: 0,-0.4, 11.7, -1.3,-0.4, 11.7, -1.3,0.001497282
339177.586,SceneID: 26 Level Prefix: 0,8.6, 0.8, 5.1,8.6, 0.8, 5.1,3.641532E-12
339177.599,SceneID: 42 Level Prefix: 0,-0.2, 10.6, -4.9,-0.2, 10.6, -4.9,0
339177.618,SceneID: 50 Level Prefix: 0,7.1, 1.3, 7.3,7.1, 1.3, 7.3,0
339177.651,SceneID: 39 Level Prefix: 0,3.6, 2.2, 7.8,3.6, 2.2, 7.8,0
339177.652,SceneID: 53 Level Prefix: 0,-0.8, 4.7, 9.2,-0.8, 4.6, 9.4,0.03428777
339177.667,SceneID: 45 Level Prefix: 0,5.6, 0.8, 7.4,5.6, 0.8, 7.4,0.001371517
339177.698,SceneID: 43 Level Prefix: 0,0.0, 0.8, 9.8,0.0, 0.8, 9.8,4.54134E-10
339177.719,SceneID: 44 Level Prefix: 0,2.8, 0.7, 8.0,2.8, 0.7, 8.0,0.004894392
339177.752,SceneID: 15 Level Prefix: 0,0.2, 2.7, 7.5,0.2, 2.7, 7.5,0
339177.753,SceneID: 52 Level Prefix: 0,4.3, 0.7, 9.0,4.4, 0.7, 9.1,0.01073423
339177.785,SceneID: 51 Level Prefix: 0,-1.2, 0.7, 8.6,-1.2, 0.7, 8.6,1.78062E-11
339177.799,SceneID: 49 Level Prefix: 0,6.3, 3.6, 8.4,6.3, 3.6, 8.4,0
339177.82,SceneID: 41 Level Prefix: 0,6.1, 7.7, -4.8,6.1, 7.8, -4.8,0.01222543
339177.885,SceneID: 46 Level Prefix: 0,12.9, 4.2, -1.9,12.9, 4.2, -1.9,0
339177.899,SceneID: 47 Level Prefix: 0,12.1, 0.7, 7.6,12.1, 0.7, 7.6,1.936229E-12
339177.9,SceneID: 40 Level Prefix: 0,14.2, 1.2, -4.7,14.2, 1.2, -4.7,0
339177.92,SceneID: 54 Level Prefix: 0,7.7, 9.1, -1.3,7.7, 9.1, -1.3,0
339177.932,SceneID: 48 Level Prefix: 0,-0.5, 10.8, -0.6,-0.5, 10.8, -0.6,0
339177.954,SceneID: 26 Level Prefix: 0,9.5, 0.7, 6.4,9.5, 0.7, 6.4,4.352074E-12
339177.955,SceneID: 42 Level Prefix: 0,-0.2, 9.6, -5.2,-0.2, 9.6, -5.2,0.008521507
339177.968,SceneID: 50 Level Prefix: 0,8.2, 0.7, 8.1,8.2, 0.7, 8.1,0.005221213
339178,SceneID: 39 Level Prefix: 0,3.4, 1.7, 9.4,3.5, 1.5, 9.5,0.04905763
339178.02,SceneID: 53 Level Prefix: 0,-1.0, 1.6, 12.0,-1.0, 1.7, 11.9,0.05765735
339178.054,SceneID: 45 Level Prefix: 0,5.7, 0.7, 8.0,5.7, 0.7, 8.0,0.0002558109
339178.054,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,0.0001059619
339178.068,SceneID: 44 Level Prefix: 0,3.0, 0.8, 8.5,2.8, 0.8, 8.6,0.024883
339178.1,SceneID: 15 Level Prefix: 0,0.4, 0.8, 9.0,0.4, 0.8, 9.0,6.651186E-06
339178.12,SceneID: 52 Level Prefix: 0,4.6, 0.8, 10.1,4.5, 0.8, 10.0,0.01386691
339178.171,SceneID: 51 Level Prefix: 0,-1.4, 0.7, 8.9,-1.3, 0.7, 8.9,0.0003433265
339178.172,SceneID: 49 Level Prefix: 0,7.4, 0.8, 10.4,7.4, 0.8, 10.4,1.421085E-14
339178.185,SceneID: 41 Level Prefix: 0,7.1, 5.5, -5.0,7.1, 5.5, -5.0,0
339178.27,SceneID: 46 Level Prefix: 0,15.2, 0.7, -1.5,15.1, 1.0, -1.5,0.06230862
339178.27,SceneID: 47 Level Prefix: 0,13.1, 1.1, 9.0,13.1, 1.1, 9.0,7.744916E-12
339178.271,SceneID: 40 Level Prefix: 0,14.9, 0.7, -5.0,14.9, 0.7, -5.0,5.552465E-09
339178.288,SceneID: 54 Level Prefix: 0,9.0, 6.6, -0.7,9.0, 6.6, -0.7,0
339178.305,SceneID: 48 Level Prefix: 0,-0.5, 8.5, 0.1,-0.5, 8.7, 0.1,0.02606314
339178.32,SceneID: 26 Level Prefix: 0,9.9, 0.7, 7.3,9.9, 0.8, 7.2,0.002978519
339178.338,SceneID: 42 Level Prefix: 0,-0.2, 6.9, -5.4,-0.2, 7.2, -5.4,0.1133416
339178.339,SceneID: 50 Level Prefix: 0,9.1, 0.6, 8.2,9.1, 0.6, 8.2,0.002135851
339178.373,SceneID: 39 Level Prefix: 0,3.1, 0.7, 10.8,3.1, 0.7, 10.8,0.006260699
339178.374,SceneID: 53 Level Prefix: 0,-1.2, 0.9, 13.8,-1.3, 1.0, 13.9,0.006372085
339178.403,SceneID: 45 Level Prefix: 0,5.5, 0.6, 8.1,5.5, 0.6, 8.1,1.401644E-07
339178.419,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,0.002188545
339178.439,SceneID: 44 Level Prefix: 0,2.8, 0.8, 9.1,2.8, 0.8, 9.1,0.001217295
339178.471,SceneID: 15 Level Prefix: 0,0.8, 0.8, 9.1,0.8, 0.8, 9.1,0.0001383556
339178.485,SceneID: 52 Level Prefix: 0,4.4, 0.7, 10.7,4.4, 0.7, 10.7,5.856737E-05
339178.506,SceneID: 51 Level Prefix: 0,-1.6, 0.6, 9.1,-1.6, 0.6, 9.1,0.0008999205
339178.519,SceneID: 49 Level Prefix: 0,8.7, 0.6, 11.7,8.7, 0.6, 11.7,1.421085E-12
339178.537,SceneID: 41 Level Prefix: 0,8.1, 1.9, -5.2,8.1, 1.9, -5.2,0
339178.604,SceneID: 46 Level Prefix: 0,15.1, 0.5, -1.5,15.1, 0.5, -1.5,3.57195E-07
339178.604,SceneID: 47 Level Prefix: 0,13.8, 0.7, 10.3,13.8, 0.8, 10.4,0.004874592
339178.62,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,7.373055E-05
339178.638,SceneID: 54 Level Prefix: 0,10.3, 2.9, -0.2,10.3, 2.9, -0.2,0
339178.639,SceneID: 48 Level Prefix: 0,-0.5, 5.5, 0.7,-0.5, 5.3, 0.7,0.05145668
339178.65,SceneID: 26 Level Prefix: 0,10.0, 0.6, 7.7,10.0, 0.6, 7.7,0.0009681056
339178.674,SceneID: 42 Level Prefix: 0,-0.2, 4.1, -5.6,-0.2, 3.7, -5.6,0.2132843
339178.721,SceneID: 50 Level Prefix: 0,9.3, 0.5, 8.4,9.3, 0.5, 8.4,0.001837018
339178.722,SceneID: 39 Level Prefix: 0,2.5, 0.7, 11.3,2.5, 0.7, 11.3,1.224055E-08
339178.739,SceneID: 53 Level Prefix: 0,-1.7, 0.9, 15.2,-1.6, 0.9, 15.1,0.006946526
339178.774,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,0.0001119772
339178.787,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,5.766555E-06
339178.806,SceneID: 44 Level Prefix: 0,2.7, 0.7, 9.4,2.7, 0.7, 9.4,1.670938E-07
339178.85,SceneID: 15 Level Prefix: 0,1.0, 0.7, 9.2,1.0, 0.7, 9.2,7.41436E-05
339178.875,SceneID: 52 Level Prefix: 0,4.1, 0.6, 10.8,4.2, 0.6, 10.8,0.0003901904
339178.876,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,1.473475E-09
339178.905,SceneID: 49 Level Prefix: 0,9.4, 0.7, 12.9,9.4, 0.7, 12.9,0.002479261
339178.906,SceneID: 41 Level Prefix: 0,8.4, 0.7, -5.9,8.4, 0.7, -5.9,9.237056E-13
339178.972,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,4.66734E-07
339178.987,SceneID: 47 Level Prefix: 0,14.3, 0.7, 11.4,14.3, 0.7, 11.3,0.00417808
339178.988,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,1.808821E-06
339178.989,SceneID: 54 Level Prefix: 0,10.7, 0.5, -0.2,10.7, 0.5, -0.2,0.002645981
339179.007,SceneID: 48 Level Prefix: 0,-0.5, 0.6, 1.4,-0.5, 0.6, 1.4,0
339179.02,SceneID: 26 Level Prefix: 0,10.1, 0.5, 7.6,10.1, 0.6, 7.6,0.0006803806
339179.039,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.9,-0.1, 0.5, -5.8,2.905524E-05
339179.051,SceneID: 50 Level Prefix: 0,9.4, 0.5, 8.4,9.4, 0.5, 8.4,4.47604E-05
339179.073,SceneID: 39 Level Prefix: 0,2.3, 0.7, 11.5,2.2, 0.7, 11.5,0.0003291928
339179.106,SceneID: 53 Level Prefix: 0,-2.1, 0.7, 15.9,-2.1, 0.7, 15.9,1.818989E-12
339179.119,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,1.809077E-10
339179.14,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,4.973139E-06
339179.151,SceneID: 44 Level Prefix: 0,2.4, 0.5, 9.4,2.4, 0.5, 9.4,8.931555E-05
339179.289,SceneID: 15 Level Prefix: 0,0.9, 0.6, 9.5,0.9, 0.6, 9.4,0.003891358
339179.29,SceneID: 52 Level Prefix: 0,4.2, 0.5, 10.7,4.2, 0.5, 10.7,2.437069E-07
339179.324,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,6.857093E-11
339179.325,SceneID: 49 Level Prefix: 0,9.9, 0.7, 13.5,9.8, 0.8, 13.4,0.02022635
339179.335,SceneID: 41 Level Prefix: 0,8.5, 0.6, -6.6,8.5, 0.6, -6.6,0.002776151
339179.39,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,4.356247E-07
339179.391,SceneID: 47 Level Prefix: 0,14.6, 0.8, 11.9,14.6, 0.8, 11.9,0.002977299
339179.405,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,2.296042E-06
339179.439,SceneID: 54 Level Prefix: 0,10.7, 0.6, -0.6,10.7, 0.7, -0.5,0.00580114
339179.439,SceneID: 48 Level Prefix: 0,-0.4, 0.6, 0.5,-0.4, 0.7, 0.6,0.02809838
339179.459,SceneID: 26 Level Prefix: 0,10.0, 0.5, 7.6,10.0, 0.5, 7.6,6.068424E-06
339179.46,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.8,-0.1, 0.5, -5.8,5.299008E-08
339179.461,SceneID: 50 Level Prefix: 0,9.4, 0.5, 8.4,9.4, 0.5, 8.4,2.846589E-05
339179.492,SceneID: 39 Level Prefix: 0,1.9, 0.5, 11.8,1.9, 0.5, 11.8,0.001095006
339179.493,SceneID: 53 Level Prefix: 0,-2.3, 0.8, 16.1,-2.3, 0.8, 16.1,7.446256E-05
339179.505,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,5.503091E-10
339179.506,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,2.434104E-06
339179.538,SceneID: 44 Level Prefix: 0,2.4, 0.5, 9.4,2.4, 0.5, 9.4,9.677157E-07
339179.538,SceneID: 15 Level Prefix: 0,0.9, 0.5, 9.6,0.9, 0.5, 9.7,0.001262586
339179.558,SceneID: 52 Level Prefix: 0,4.2, 0.5, 10.8,4.2, 0.5, 10.8,7.736709E-10
339179.559,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,2.968736E-11
339179.592,SceneID: 49 Level Prefix: 0,10.0, 0.8, 13.6,10.0, 0.8, 13.7,0.00115171
339179.625,SceneID: 41 Level Prefix: 0,8.5, 0.6, -6.6,8.5, 0.5, -6.6,0.002935132
339179.692,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,2.210676E-12
339179.704,SceneID: 47 Level Prefix: 0,14.9, 0.7, 12.2,14.9, 0.7, 12.2,0.001802241
339179.705,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,3.093703E-11
339179.726,SceneID: 54 Level Prefix: 0,10.7, 0.6, -0.5,10.7, 0.6, -0.5,0.001621478
339179.738,SceneID: 48 Level Prefix: 0,-0.4, 0.5, 0.2,-0.4, 0.5, 0.2,4.769361E-05
339179.739,SceneID: 26 Level Prefix: 0,10.0, 0.5, 7.6,10.0, 0.5, 7.6,9.724336E-06
339179.761,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.8,-0.1, 0.5, -5.8,5.087294E-09
339179.77,SceneID: 50 Level Prefix: 0,9.4, 0.5, 8.4,9.4, 0.5, 8.4,2.785361E-05
339179.793,SceneID: 39 Level Prefix: 0,1.9, 0.5, 11.8,1.9, 0.5, 11.8,2.966479E-05
339179.805,SceneID: 53 Level Prefix: 0,-2.4, 0.7, 16.0,-2.5, 0.6, 15.9,0.003398
339179.859,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,5.503091E-10
339179.86,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,4.865537E-07
339179.894,SceneID: 44 Level Prefix: 0,2.4, 0.5, 9.4,2.4, 0.5, 9.4,1.125884E-06
339179.894,SceneID: 15 Level Prefix: 0,0.9, 0.5, 9.6,0.9, 0.5, 9.6,3.24535E-08
339179.907,SceneID: 52 Level Prefix: 0,4.2, 0.5, 10.8,4.2, 0.5, 10.8,7.874519E-10
339179.958,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,3.241496E-11
339179.959,SceneID: 49 Level Prefix: 0,9.8, 0.7, 13.6,9.8, 0.7, 13.6,0.0002314666
339179.993,SceneID: 41 Level Prefix: 0,8.5, 0.5, -6.5,8.5, 0.5, -6.5,4.352074E-14
339180.059,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,5.429435E-12
339180.06,SceneID: 47 Level Prefix: 0,15.0, 0.8, 12.3,15.0, 0.8, 12.3,2.924061E-08
339180.06,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,2.274536E-11
339180.071,SceneID: 54 Level Prefix: 0,10.8, 0.5, -0.3,10.8, 0.5, -0.3,4.568956E-06
339180.096,SceneID: 48 Level Prefix: 0,-0.4, 0.5, 0.3,-0.4, 0.5, 0.3,4.960269E-07
339180.096,SceneID: 26 Level Prefix: 0,10.0, 0.5, 7.6,10.0, 0.5, 7.6,9.110463E-06
339180.126,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.8,-0.1, 0.5, -5.8,5.085704E-09
339180.14,SceneID: 50 Level Prefix: 0,9.4, 0.5, 8.4,9.4, 0.5, 8.4,2.717206E-05
339180.16,SceneID: 39 Level Prefix: 0,1.9, 0.5, 11.8,1.9, 0.5, 11.8,9.972381E-08
339180.193,SceneID: 53 Level Prefix: 0,-2.5, 0.5, 15.8,-2.5, 0.5, 15.8,6.612038E-06
339180.194,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,5.501626E-10
339180.226,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,6.402089E-07
339180.24,SceneID: 44 Level Prefix: 0,2.4, 0.5, 9.4,2.4, 0.5, 9.4,1.124398E-06
339180.26,SceneID: 15 Level Prefix: 0,0.9, 0.5, 9.6,0.9, 0.5, 9.6,1.754593E-07
339180.271,SceneID: 52 Level Prefix: 0,4.2, 0.5, 10.8,4.2, 0.5, 10.8,7.874954E-10
339180.293,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,3.241496E-11
339180.306,SceneID: 49 Level Prefix: 0,9.7, 0.6, 13.9,9.6, 0.6, 13.9,0.0007259784
339180.36,SceneID: 41 Level Prefix: 0,8.5, 0.5, -6.5,8.5, 0.5, -6.5,2.365486E-11
339180.407,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,5.429435E-12
339180.43,SceneID: 47 Level Prefix: 0,14.9, 0.7, 12.2,14.9, 0.7, 12.2,2.469038E-07
339180.431,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,2.84226E-11
339180.432,SceneID: 54 Level Prefix: 0,10.8, 0.5, -0.3,10.8, 0.5, -0.3,9.512119E-06
339180.461,SceneID: 48 Level Prefix: 0,-0.4, 0.5, 0.3,-0.4, 0.5, 0.3,6.203525E-07
339180.472,SceneID: 26 Level Prefix: 0,10.0, 0.5, 7.6,10.0, 0.5, 7.6,9.093838E-06
339180.473,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.8,-0.1, 0.5, -5.8,5.08171E-09
339180.495,SceneID: 50 Level Prefix: 0,9.4, 0.5, 8.4,9.4, 0.5, 8.4,2.673508E-05
